,,,,,Fontes:
Serrania ,,serraniense,,,
Sete Lagoas,,sete-lagoano,,,
Taiobeiras ,,taiobeirense,,,
Teófilo Otôni,,teófilo-otonense,,,
Timóteo ,,timotense,,,
Tiradentes ,,tiradentino,,,
Tombos ,,tombense,,,
Três Corações,,tricordiano,,,
Três Marias,,trimariense,,,
Três Pontas ,,três-pontano,,,
Ubá,,ubaense,,,
Uberaba,,uberabense,,,
Uberlândia ,,uberlandense,,,
Unaí ,,unaiense,,,
Varginha ,,varginhense,,,
Várzea da Palma ,,várzea-palmense; varziano,,,
Vermelho Novo,,vermelhense,,,
Vespasiano,,vespasianense,,,
Viçosa ,,viçosense,,,
Visconde do Rio Branco,,rio-branquense,,,
Wenceslau Braz ,,venceslauense,,,
,,,,,
Pará,,,,,
Abaetetuba ,,abaetetubense,,,
Alenquer ,,alenquerense; ximango,,,
Belém ,,belemense,,,
Belterra ,,belterrense,,,
Bom Jesus do Tocantins ,,bom-jesuense,,,
Cachoeira do Arari ,,cachoeirense,,,
Capanema ,,capanemense,,,
Castanhal ,,castanhalense,,,
Conceição do Araguaia ,,conceicionense,,,
Ipixuna do Pará ,,ipixunense,,,
Itaituba ,,tá ,,,
Limoeiro do Ajuru,,limoeirense,,,
Mãe do Rio,,riense,,,
Marabá ,,marabaense,,,
Monte Alegre ,,monte-alegrense,,,
Óbidos ,,obidense,,,
Rurópolis ,,rulopolense,,,
Santarém ,,santareno,,,
Santa Isabel do Pará ,,isabelense; isabeense,,,
São Francisco do Pará ,,franciscano,,,
Xinguara ,,xinguarense,,,
